ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
10054,1,1,0,0,0,0,0,0,0,0,0,0
10055,0,1,0,0,0,0,40,17,0,19,0,29
10055,1,1,0,0,0,0,0,0,0,0,0,0
10056,1,1,0,0,0,0,0,0,0,0,0,0
10057,1,1,22,16,15,12,0,14,8,8,19,8
10058,1,1,0,0,0,0,0,0,0,31,0,0
10058,2,1,0,0,0,0,0,0,0,0,0,0
10059,1,1,21,21,21,21,21,21,21,21,21,21
10060,0,1,17,17,17,17,17,17,17,17,17,17
10060,1,1,0,0,0,0,0,0,0,0,0,0
10061,1,1,16,16,16,16,16,16,16,16,16,16
10061,2,1,1,1,1,1,1,1,1,1,1,1
10062,1,1,0,0,0,26,14,0,0,14,19,25
10062,2,1,0,0,0,0,0,0,0,0,0,0
10063,1,1,0,0,0,0,0,0,0,0,0,0
10064,1,1,0,0,0,0,0,0,0,0,0,0
10065,1,1,0,0,0,0,0,0,0,0,0,0
10065,2,1,0,0,0,0,0,0,0,0,0,0
10066,1,1,22,9,0,30,22,0,0,0,0,20
10067,1,1,24,24,24,24,24,24,24,24,24,24
10067,2,1,8,0,0,0,0,0,0,0,0,0
10068,1,1,0,0,0,0,0,0,0,0,0,0
10069,1,1,29,29,29,29,29,29,29,29,29,29
10070,1,1,26,26,26,26,26,26,26,26,26,26
10071,0,1,0,0,0,0,0,0,0,0,0,0
10071,0,2,0,0,0,0,0,0,0,0,0,0
10071,1,1,0,0,0,0,0,0,0,0,0,0
10072,1,1,0,0,0,0,0,0,0,0,0,0
10072,2,1,0,6,0,0,0,0,0,0,0,0
10073,1,1,18,18,18,18,18,18,18,18,18,18
10074,1,1,0,0,8,33,12,0,0,0,0,0
10074,2,1,0,0,0,0,0,0,0,0,0,0
10075,1,1,0,0,0,0,0,0,0,0,0,0
10076,1,1,0,17,15,12,35,20,0,19,22,0
10077,1,1,0,0,0,0,0,0,0,0,0,0
10078,1,1,0,0,0,0,0,0,0,0,0,0
10079,1,1,33,33,33,33,33,33,33,33,33,33
10080,1,1,21,24,20,14,14,16,26,24,8,0
10081,1,1,15,0,0,20,0,0,32,0,0,0
10081,2,1,0,0,0,0,0,0,0,0,0,0
10082,1,1,0,0,0,0,0,0,0,0,0,0
10082,2,1,0,0,0,0,0,4,7,0,0,0
10083,1,1,24,24,24,24,24,24,24,24,24,24
10084,1,1,10,10,10,10,10,10,10,10,10,10
10085,1,1,0,0,0,0,0,0,0,0,0,0
10086,1,1,0,0,0,0,0,0,0,0,0,0
10086,2,1,0,0,0,0,0,0,0,0,0,0
10087,1,1,0,0,0,0,0,0,0,0,0,0
10088,1,1,7,7,7,7,7,7,7,7,7,7
10089,1,1,24,24,24,24,24,24,24,24,24,24
10090,1,1,0,0,0,0,19,0,0,0,0,0
10091,1,1,0,0,0,0,0,0,0,0,0,0
10092,1,1,0,0,0,0,0,0,0,28,0,0
10092,2,1,0,0,0,0,0,0,0,0,0,0
10093,1,1,0,0,0,0,0,0,0,0,0,0
10094,1,1,21,21,21,21,21,21,21,21,21,21
10095,1,1,17,17,17,17,17,17,17,17,17,17
10096,1,1,26,26,26,26,26,26,26,26,26,26
10097,1,1,0,0,0,0,0,0,0,0,0,0
10098,1,1,22,22,22,22,22,22,22,22,22,22
10099,1,1,2,2,2,2,2,2,2,2,2,2
10100,1,1,0,0,0,0,0,0,0,0,0,0
10101,1,1,0,0,0,0,0,0,0,0,0,0
10102,1,1,40,40,40,40,40,40,40,40,40,40
10103,1,1,0,0,0,0,0,0,0,0,0,0
10103,2,1,0,0,0,0,0,0,0,0,0,0
10103,3,1,0,21,0,0,0,0,0,0,0,0
10103,4,1,0,0,0,0,0,0,0,0,0,0
10104,1,1,0,14,0,0,0,0,0,0,0,0
10104,2,1,0,0,0,0,0,0,0,0,0,0
10104,3,1,0,0,0,0,0,0,0,0,0,0
10104,4,1,0,0,0,0,0,0,0,0,0,10
10104,5,1,0,0,0,0,0,0,0,0,0,0
10105,1,1,5,5,5,5,5,5,5,5,5,5
10106,1,1,33,33,33,33,33,33,33,33,33,33
10107,1,1,0,0,0,0,0,0,3,0,0,0
10108,1,1,14,14,14,14,14,14,14,14,14,14
10109,1,1,0,0,0,0,0,0,0,0,0,0
10109,2,1,0,0,0,0,0,0,0,0,0,0
10110,1,1,12,15,16,23,0,16,22,13,26,22
10111,1,1,0,8,0,0,0,0,0,0,0,0
10112,1,1,0,0,0,0,0,0,0,0,0,0
10112,2,1,0,0,0,0,0,0,0,0,0,0
10113,0,1,0,0,0,0,0,0,0,0,0,0
10113,1,1,0,0,0,0,0,0,0,0,0,0
10114,1,1,20,20,20,20,20,20,20,20,20,20
10114,2,1,0,0,0,4,0,0,0,0,0,0
10115,1,1,0,0,0,0,0,0,0,0,0,0
10116,1,1,0,0,0,0,0,0,0,0,0,0
10117,1,1,0,0,0,0,0,0,0,0,0,0
10118,1,1,0,0,0,0,0,0,0,0,0,0
10119,1,1,9,9,9,9,9,9,9,9,9,9
10120,1,1,0,0,0,0,0,0,0,0,0,0
10121,1,1,0,0,0,0,0,0,0,0,0,0
10121,2,1,0,0,0,0,0,0,0,0,0,0
10122,0,1,28,28,28,28,28,28,28,28,28,28
10122,1,1,7,7,7,7,7,7,7,7,7,7
10123,1,1,0,0,0,0,0,0,0,0,0,0
10123,2,1,0,0,0,0,0,0,0,0,0,0
10124,1,1,9,10,0,22,22,0,38,16,11,36
10125,1,1,6,6,6,6,6,6,6,6,6,6
10125,2,1,0,0,0,0,0,0,0,0,0,0
10126,1,1,14,14,14,14,14,14,14,14,14,14
10127,1,1,11,11,11,11,11,11,11,11,11,11
10128,0,1,0,0,0,0,0,0,0,0,0,0
10128,1,1,0,0,0,0,0,0,0,0,0,0
10129,1,1,37,37,37,37,37,37,37,37,37,37
10130,1,1,0,0,0,0,0,0,0,0,0,0
10130,2,1,0,0,0,0,0,21,0,0,0,8
10131,1,1,0,0,22,0,0,7,2,14,16,13
10132,1,1,0,0,0,0,0,0,0,0,0,0
10133,1,1,0,0,0,0,9,0,0,0,0,0
10134,1,1,0,0,0,0,0,0,0,0,0,11
10135,0,1,0,0,0,0,0,0,0,0,0,0
10135,1,1,0,0,0,0,0,0,0,0,0,0
10136,1,1,0,0,0,0,0,0,0,0,0,0
10136,2,1,0,0,0,0,0,0,0,0,0,0
10137,1,1,18,18,18,18,18,18,18,18,18,18
10138,1,1,0,0,0,0,0,0,0,0,0,0
10139,1,1,0,0,0,0,0,0,0,0,0,0
10140,1,1,0,0,0,0,0,0,0,0,0,0
10140,2,1,0,0,0,0,0,0,0,0,0,0
10141,1,1,0,0,0,0,0,0,0,0,0,0
10141,2,1,23,0,0,0,0,0,0,0,33,0
10142,1,1,2,2,2,2,2,2,2,2,2,2
10143,1,1,0,0,0,0,0,0,0,0,0,0
10143,2,1,0,0,0,0,0,0,0,0,0,0
10144,1,1,0,0,0,13,0,0,17,0,0,0
10144,2,1,0,0,0,0,0,0,0,0,0,0
10145,0,1,29,0,18,0,0,0,27,0,25,17
10145,1,1,0,0,0,0,0,0,0,0,0,0
10145,2,1,0,0,0,0,0,0,0,0,0,0
10146,1,1,12,27,30,0,0,0,36,40,0,25
10146,2,1,0,0,0,0,0,0,0,0,0,0
10147,1,1,0,0,0,0,0,0,0,0,0,0
10147,2,1,0,0,0,0,0,0,0,0,0,0
10148,1,1,0,0,0,0,0,0,0,0,0,0
10148,2,1,0,0,0,0,0,0,0,0,0,0
10149,1,1,14,14,14,14,14,14,14,14,14,14
10149,2,1,0,0,0,7,0,0,0,0,0,0
10150,1,1,0,0,0,0,0,0,0,0,0,0
10151,1,1,13,13,13,13,13,13,13,13,13,13
10152,1,1,0,0,0,0,0,0,0,0,0,0
10152,2,1,0,0,0,0,0,0,0,0,0,0
10153,1,1,14,14,14,14,14,14,14,14,14,14
10153,2,1,12,0,0,0,23,0,0,0,0,0
10154,1,1,17,24,17,21,27,23,13,15,21,31
10155,1,1,0,0,0,0,0,0,0,0,0,0
10155,2,1,0,0,0,0,0,0,0,0,0,0
10156,0,1,0,0,0,0,0,0,0,0,0,0
10156,0,2,24,19,0,18,34,0,18,7,11,9
10156,1,1,0,0,0,0,0,0,0,0,0,0
10157,1,1,1,1,1,1,1,1,1,1,1,1
10158,1,1,0,0,0,0,0,0,0,0,0,0
10159,1,1,0,0,13,0,0,0,0,0,0,5
10160,1,1,0,0,0,0,0,0,0,0,0,0
10161,1,1,13,13,13,13,13,13,13,13,13,13
10162,1,1,20,20,20,20,20,20,20,20,20,20
10162,2,1,0,0,0,0,0,0,0,0,0,0
10163,1,1,0,0,28,22,0,14,9,0,20,11
10164,1,1,19,19,19,19,19,19,19,19,19,19
10165,1,1,20,20,20,20,20,20,20,20,20,20
10165,2,1,0,0,0,0,0,0,0,0,0,0
10166,1,1,0,0,0,0,0,0,0,15,0,0
10166,2,1,0,0,0,0,0,0,0,0,0,0
10167,1,1,0,0,0,0,0,0,0,0,0,0
10167,2,1,0,0,0,0,0,0,0,0,0,0
10168,1,1,0,9,0,0,0,0,0,6,4,19
10169,1,1,0,0,0,0,0,0,0,0,0,0
10169,2,1,0,0,0,0,0,0,0,0,0,0
10170,1,1,0,0,0,0,0,0,0,0,11,0
10171,1,1,12,0,0,0,0,0,20,0,0,0
10172,1,1,0,0,0,0,0,0,0,0,0,0
10172,2,1,0,0,0,0,0,0,0,0,0,0
10172,3,1,0,0,0,34,0,0,0,0,0,0
10173,1,1,0,0,0,0,0,0,0,0,0,0
10173,2,1,0,0,0,0,0,0,6,0,0,0
10174,1,1,0,0,0,0,0,0,0,0,0,0
10174,2,1,0,0,0,0,0,0,0,0,0,0
10175,1,1,0,0,0,0,0,0,0,0,0,0
10175,2,1,0,0,0,0,0,0,0,0,0,0
10176,1,1,0,0,0,8,0,0,0,0,0,0
10176,2,1,0,0,0,0,0,0,0,0,0,0
10177,1,1,0,0,0,0,0,0,0,0,0,0
10177,2,1,0,0,0,0,0,0,0,0,0,0
10178,1,1,0,0,0,0,0,0,0,0,0,0
10178,2,1,0,0,0,0,0,0,0,0,0,0
10179,1,1,0,0,0,0,0,0,0,0,0,0
10179,2,1,0,0,0,0,0,0,0,0,0,0
10179,3,1,0,0,0,0,0,0,0,0,0,0
10179,4,1,0,0,0,0,0,0,0,0,0,0
10180,1,1,0,0,0,0,0,0,0,0,0,0
10181,1,1,12,0,0,0,14,0,0,18,0,24
10181,2,1,0,0,0,0,0,0,0,0,0,0
10181,3,1,0,0,0,0,0,0,0,0,0,0
10182,1,1,0,0,0,0,0,0,0,0,0,0
10183,1,1,0,0,0,0,0,0,0,0,0,0
10183,2,1,0,0,0,0,0,0,0,0,0,0
10184,1,1,14,14,14,14,14,14,14,14,14,14
10185,1,1,0,0,0,0,0,0,0,0,0,0
10186,1,1,0,0,0,14,18,0,0,26,0,0
10186,2,1,0,0,0,0,0,0,0,0,0,0
10187,0,1,0,0,0,0,0,0,0,0,0,0
10187,1,1,11,12,0,0,0,0,0,0,0,0
10188,1,1,0,0,0,0,0,0,0,0,0,0
10188,2,1,0,0,0,0,0,0,0,0,0,0
10189,1,1,0,0,0,0,0,0,0,0,0,0
10190,1,1,0,0,0,0,0,0,0,16,0,0
10191,1,1,0,0,0,0,0,0,0,0,0,0
10191,2,1,0,0,0,0,0,0,0,0,0,0
10192,1,1,16,0,0,0,17,0,10,12,0,13
10193,1,1,0,0,15,0,0,0,0,0,0,24
10194,1,1,0,0,0,0,0,0,0,0,0,0
10195,1,1,0,0,0,0,0,0,0,0,0,0
10196,1,1,0,0,0,0,0,0,0,0,0,0
10197,1,1,2,2,2,2,2,2,2,2,2,2
10197,2,1,0,0,0,0,0,0,0,0,0,0
10198,1,1,0,0,0,0,0,0,0,0,0,0
10199,1,1,0,0,0,0,0,0,0,0,0,0
10199,2,1,0,0,0,0,0,0,0,0,0,0
10200,1,1,0,0,0,0,0,0,0,0,0,0
10200,2,1,0,0,0,0,0,0,0,0,0,0
10201,1,1,0,0,0,10,0,0,0,0,0,0
10202,1,1,0,0,0,0,0,0,0,0,0,0
10203,0,1,0,0,0,0,0,0,0,0,0,0
10203,1,1,0,0,0,0,0,0,0,0,0,0
10204,1,1,0,0,0,0,0,0,0,0,0,0
10204,2,1,0,0,0,0,0,0,0,0,0,0
10205,0,1,19,22,0,37,37,15,0,7,0,0
10205,1,1,0,0,5,0,0,0,0,0,0,0
10205,2,1,0,0,0,0,0,0,0,0,4,0
10206,1,1,0,0,0,0,0,0,0,0,0,0
10207,1,1,0,0,0,0,0,0,0,0,0,0
10207,2,1,0,0,0,0,0,0,0,0,0,0
10208,1,1,16,16,16,16,16,16,16,16,16,16
10209,1,1,0,0,0,0,0,0,0,0,0,0
10209,2,1,0,0,0,0,0,0,0,0,0,0
10209,3,1,0,0,0,0,0,0,0,0,0,0
10210,1,1,0,0,0,0,18,0,0,0,24,0
10211,1,1,0,0,0,0,0,0,0,0,0,0
10212,1,1,0,0,0,0,0,0,0,11,0,0
10212,2,1,11,0,0,0,0,0,0,0,0,0
10212,3,1,0,0,6,0,0,0,0,0,0,0
10212,4,1,0,0,0,0,0,0,0,0,0,0
10213,0,1,27,27,27,27,27,27,27,27,27,27
10213,1,1,0,0,0,0,0,0,0,0,0,0
10214,1,1,0,0,0,0,0,0,0,0,0,0
10214,2,1,0,0,0,0,0,0,0,0,0,0
10215,1,1,0,0,0,0,0,0,0,0,0,0
10216,1,1,0,0,0,0,0,0,0,0,0,0
10216,2,1,0,0,0,0,0,0,0,0,0,0
10217,0,1,0,0,0,0,0,0,0,0,0,0
10217,1,1,0,0,0,0,0,0,0,0,0,0
10218,1,1,0,0,0,0,0,0,0,0,0,0
10219,1,1,24,24,24,24,24,24,24,24,24,24
10220,0,1,0,0,0,0,0,0,0,0,0,0
10220,1,1,0,0,0,0,0,0,0,0,0,0
10221,1,1,26,26,26,26,26,26,26,26,26,26
10222,0,1,0,0,0,0,0,0,0,0,0,0
10223,1,1,0,0,0,0,0,0,0,0,0,0
10224,1,1,0,0,0,0,0,0,0,0,0,0
10225,1,1,16,16,16,16,16,16,16,16,16,16
10226,1,1,23,23,23,23,23,23,23,23,23,23
10227,1,1,31,0,0,0,0,0,0,0,0,0
10227,2,1,0,0,0,0,0,0,0,0,0,0
10228,1,1,0,0,0,0,0,0,0,0,0,0
10228,2,1,19,19,19,19,19,19,19,19,19,19
10229,1,1,0,0,0,0,0,0,0,0,0,0
10229,2,1,0,0,0,0,0,0,0,0,0,0
10229,3,1,0,0,0,0,0,0,0,0,0,0
10230,1,1,0,0,0,0,0,0,0,0,0,2
10231,1,1,0,0,0,0,0,0,0,0,0,0
10232,1,1,1,1,1,1,1,1,1,1,1,1
10232,2,1,1,1,1,1,1,1,1,1,1,1
10233,1,1,0,0,0,0,0,0,0,0,0,0
10234,0,1,0,0,0,0,0,0,0,0,0,0
10234,1,1,15,15,15,15,15,15,15,15,15,15
10235,1,1,0,0,0,0,0,0,0,0,0,0
10235,2,1,18,0,9,0,0,0,16,0,7,7
10236,1,1,0,0,0,0,0,0,0,0,0,0
10236,2,1,0,0,0,0,0,0,0,0,0,0
10237,1,1,0,0,0,0,23,0,0,0,0,0
10238,1,1,0,0,0,0,0,0,0,0,0,0
10239,1,1,24,20,26,7,0,0,17,14,0,0
10240,1,1,0,0,0,0,0,0,0,0,0,0
10240,2,1,0,0,0,0,0,0,0,0,0,0
10241,1,1,0,0,0,0,0,0,0,0,0,0
10241,2,1,0,0,0,0,0,0,0,0,0,0
10242,1,1,0,0,0,0,0,0,0,0,0,0
10242,2,1,0,0,0,0,0,0,0,0,0,0
10243,1,1,9,9,9,9,9,9,9,9,9,9
10243,2,1,0,0,0,0,0,0,0,0,0,0
10244,0,1,0,0,0,0,0,0,0,0,0,0
10244,0,2,0,25,5,0,0,12,6,0,0,0
10244,0,3,0,0,0,0,0,0,0,0,0,0
10244,1,1,0,0,0,0,0,0,0,0,0,0
10245,0,1,22,22,22,22,22,22,22,22,22,22
10245,1,1,21,0,0,0,0,0,0,0,9,20
10246,1,1,13,13,13,13,13,13,13,13,13,13
10246,2,1,0,0,0,0,0,0,0,0,0,0
10246,3,1,0,0,0,0,0,0,0,0,0,0
10247,1,1,0,0,0,0,0,0,0,0,0,0
10248,1,1,0,0,0,0,0,0,0,0,0,0
10248,2,1,0,0,0,0,0,0,0,0,0,0
10249,1,1,0,0,0,0,0,0,0,0,0,0
10250,1,1,0,0,0,0,0,0,0,0,0,0
10250,2,1,0,0,0,0,0,0,0,0,0,0
10251,1,1,24,24,24,24,24,24,24,24,24,24
10251,2,1,0,0,0,0,0,0,0,0,0,0
10252,1,1,0,0,0,0,0,0,0,0,0,0
10252,2,1,0,0,0,0,0,0,0,0,0,0
10253,1,1,0,0,0,0,0,0,0,0,0,0
10253,2,1,0,9,21,0,0,0,0,0,12,6
10254,1,1,4,4,4,4,4,4,4,4,4,4
10254,2,1,0,0,0,0,0,0,0,0,0,0
10255,1,1,0,0,0,0,0,0,0,0,0,0
10255,2,1,0,0,0,0,0,0,0,0,0,18
10256,1,1,0,0,0,0,0,0,0,0,0,0
10256,2,1,0,0,0,0,0,0,0,0,0,0
10257,1,1,0,0,0,0,0,0,0,0,0,0
10258,0,1,3,16,30,0,0,0,0,0,35,17
10258,1,1,0,0,0,0,0,0,0,0,0,0
10259,1,1,0,0,0,0,0,0,0,0,0,0
10260,1,1,0,0,0,0,0,0,0,0,0,0
10261,1,1,15,15,15,15,15,15,15,15,15,15
10262,1,1,0,0,0,20,0,0,0,0,13,0
10263,1,1,0,0,0,0,0,0,0,0,0,0
10263,2,1,0,0,0,0,0,0,0,0,0,0
10264,1,1,0,0,0,0,0,0,0,0,0,0
10264,2,1,0,0,0,0,0,0,0,0,0,0
10265,1,1,0,0,0,0,0,0,0,0,0,0
10265,2,1,0,0,0,0,0,0,0,0,0,0
10266,1,1,24,24,24,24,24,24,24,24,24,24
10267,0,1,0,0,0,0,0,0,0,0,0,0
10267,1,1,0,0,0,0,0,0,0,0,0,0
10268,1,1,0,0,0,0,0,0,0,0,0,0
10269,1,1,5,5,5,5,5,5,5,5,5,5
10270,1,1,19,19,19,19,19,19,19,19,19,19
10271,1,1,0,0,0,0,0,0,0,0,0,0
10271,2,1,0,0,0,0,0,0,0,0,0,0
10272,1,1,3,3,3,3,3,3,3,3,3,3
10272,2,1,0,3,0,0,0,0,0,0,0,0
10273,1,1,0,0,0,0,0,0,0,0,0,0
10273,2,1,0,0,0,0,0,0,0,0,0,0
10274,1,1,0,0,0,0,0,0,0,0,0,0
10275,0,1,11,11,11,11,11,11,11,11,11,11
10275,1,1,0,0,0,0,0,0,0,0,0,0
10276,1,1,0,0,15,0,0,0,0,0,11,15
10277,1,1,0,0,0,0,0,0,0,0,0,0
10278,1,1,17,30,37,2,20,12,16,19,38,24
10279,1,1,0,0,0,0,0,0,0,0,0,0
10280,1,1,0,0,0,0,0,0,0,0,0,0
10281,1,1,0,0,0,0,0,0,0,0,0,0
10281,2,1,0,0,0,0,0,0,0,0,0,0
10281,3,1,0,0,0,0,0,0,18,0,0,0
10281,4,1,0,0,0,5,0,0,0,0,0,0
10281,5,1,0,0,0,0,0,0,0,0,0,0
10281,6,1,0,0,0,0,0,0,0,0,0,0
10282,1,1,0,0,0,0,0,0,0,0,0,0
10283,1,1,10,10,10,10,10,10,10,10,10,10
10284,1,1,0,0,0,0,0,0,0,0,0,0
10284,2,1,0,0,0,0,0,0,0,0,0,0
10285,1,1,0,0,0,0,0,0,0,0,0,0
10286,1,1,0,0,0,0,0,0,0,0,0,0
10287,1,1,0,0,0,0,0,0,0,0,0,0
10287,2,1,0,0,0,0,13,0,0,0,0,0
10288,0,1,0,0,0,0,0,0,0,0,0,0
10288,1,1,0,0,0,0,0,14,0,0,0,0
10289,1,1,0,0,0,12,22,0,0,0,0,0
10290,1,1,0,0,0,0,0,0,0,0,0,0
10291,1,1,0,0,0,0,0,0,0,0,0,0
10291,2,1,32,32,32,32,32,32,32,32,32,32
10292,0,1,0,0,0,0,0,0,0,0,0,0
10292,1,1,0,0,0,0,0,0,0,0,0,0
10293,1,1,0,0,0,0,0,0,0,0,0,0
10294,1,1,26,26,26,26,26,26,26,26,26,26
10295,1,1,27,27,27,27,27,27,27,27,27,27
10296,1,1,0,0,0,0,0,0,0,0,0,0
10297,1,1,0,0,0,0,0,0,0,0,0,0
10298,1,1,0,0,0,0,0,0,0,0,0,0
10298,2,1,0,0,41,6,31,19,0,8,28,10
10299,1,1,17,17,17,17,17,17,17,17,17,17
10299,2,1,0,0,0,0,0,7,0,0,0,0
10300,1,1,0,0,0,0,0,0,0,0,0,0
10300,2,1,0,29,0,12,8,15,13,19,0,11
10301,1,1,0,0,0,0,0,0,0,0,0,0
10301,2,1,0,0,0,0,0,0,0,0,0,0
10302,1,1,0,0,0,17,0,0,18,0,10,0
10302,2,1,0,0,0,0,0,0,0,0,0,0
10303,1,1,0,0,0,0,0,0,0,8,0,0
10303,2,1,0,0,0,0,0,0,0,0,0,0
10304,1,1,5,15,0,10,0,22,43,15,26,0
10305,1,1,0,0,0,0,0,0,0,0,0,0
10306,1,1,0,0,0,0,0,0,0,0,0,0
10306,2,1,0,0,0,0,0,0,0,0,0,0
10307,1,1,0,0,0,0,0,0,0,0,0,0
10307,2,1,0,0,0,0,0,0,0,0,0,0
10308,1,1,14,14,14,14,14,14,14,14,14,14
10309,1,1,0,0,0,0,0,0,0,0,0,0
10310,1,1,0,0,0,0,0,0,0,0,0,0
10311,1,1,0,0,0,0,0,0,0,0,0,0
10311,2,1,0,0,0,0,0,0,0,0,0,0
10312,1,1,6,22,19,24,16,16,28,5,14,17
10312,2,1,14,14,14,14,14,14,14,14,14,14
10313,1,1,0,0,0,0,0,0,0,0,22,0
10313,2,1,0,0,0,0,0,0,0,0,0,0
10314,1,1,0,0,0,0,0,0,0,0,0,0
10315,1,1,22,22,22,22,22,22,22,22,22,22
10316,1,1,8,13,5,8,8,19,14,13,4,8
10317,1,1,0,0,0,0,0,0,0,0,0,0
10318,1,1,16,16,16,16,16,16,16,16,16,16
10318,2,1,21,21,21,21,21,21,21,21,21,21
10319,1,1,0,0,0,0,0,0,0,0,0,0
10320,1,1,0,0,0,0,0,0,0,0,0,0
10321,1,1,0,0,0,0,0,0,0,0,0,0
10321,2,1,0,0,26,0,0,0,0,0,0,0
10321,3,1,0,0,0,0,0,0,0,0,0,0
10322,1,1,0,0,0,0,0,0,0,0,0,0
10322,2,1,0,0,0,0,0,0,0,0,0,0
10322,3,1,0,0,0,0,0,0,0,0,0,0
10322,4,1,0,0,0,0,0,0,0,0,0,0
10323,1,1,24,24,24,24,24,24,24,24,24,24
10323,2,1,0,0,0,0,0,0,0,0,0,0
10324,1,1,0,0,0,0,0,0,0,0,0,0
10325,1,1,31,19,16,11,24,16,30,13,22,20
10326,1,1,5,5,5,5,5,5,5,5,5,5
10327,1,1,12,12,12,12,12,12,12,12,12,12
10328,1,1,0,0,0,0,0,0,0,0,0,0
10329,1,1,0,0,0,0,0,0,0,0,0,0
